2022/01/11 11:54:18.114	MON?,DETAIL
2022/01/11 11:54:18.162	70,,STANDBY,0
2022/01/11 11:54:18.482	KEY PROTECT?
2022/01/11 11:54:18.551	OFF
2022/01/11 11:54:18.868	PRGM USE?,RAM
2022/01/11 11:54:18.968	9,1,2,3,4,5,6,7,8,10
2022/01/11 11:54:19.284	PRGM ERASE,RAM:1
2022/01/11 11:54:19.369	OK:01,PRGM ERASE,RAM:1
2022/01/11 11:54:20.388	PRGM DATA WRITE,PGM1,EDIT START
2022/01/11 11:54:20.457	OK:01,PRGM DATA WRITE,PGM1,EDIT START
2022/01/11 11:54:21.476	PRGM DATA WRITE,PGM1,STEP1,TEMP120,TRAMP OFF,TIME 1:00,GRANTY ON
2022/01/11 11:54:21.592	OK:01,PRGM DATA WRITE,PGM1,STEP1,TEMP120,TRAMP OFF,TIME 1:00,GRANTY ON
2022/01/11 11:54:22.610	PRGM DATA WRITE,PGM1,CYCLE,1
2022/01/11 11:54:22.664	OK:01,PRGM DATA WRITE,PGM1,CYCLE,1
2022/01/11 11:54:23.699	PRGM DATA WRITE,PGM1,HTEMP,130
2022/01/11 11:54:23.768	OK:01,PRGM DATA WRITE,PGM1,HTEMP,130
2022/01/11 11:54:24.787	PRGM DATA WRITE,PGM1,END,OFF
2022/01/11 11:54:24.856	OK:01,PRGM DATA WRITE,PGM1,END,OFF
2022/01/11 11:54:25.875	PRGM DATA WRITE,PGM1,EDIT END
2022/01/11 11:54:25.975	OK:01,PRGM DATA WRITE,PGM1,EDIT END
2022/01/11 11:54:28.976	MODE,RUN1
2022/01/11 11:54:29.052	OK:01,MODE,RUN1
2022/01/11 11:54:51.154	KEYPROTECT,ON
2022/01/11 11:54:54.294	KEYPROTECT,OFF
2022/01/11 11:55:53.594	MON?,DETAIL
2022/01/11 11:55:53.665	77,,STANDBY,0
2022/01/11 11:55:53.976	KEY PROTECT?
2022/01/11 11:55:54.060	OFF
2022/01/11 11:55:54.378	PRGM USE?,RAM
2022/01/11 11:55:54.462	9,1,2,3,4,5,6,7,8,10
2022/01/11 11:55:54.779	PRGM ERASE,RAM:1
2022/01/11 11:55:54.863	OK:01,PRGM ERASE,RAM:1
2022/01/11 11:55:55.881	PRGM DATA WRITE,PGM1,EDIT START
2022/01/11 11:55:55.966	OK:01,PRGM DATA WRITE,PGM1,EDIT START
2022/01/11 11:55:56.992	PRGM DATA WRITE,PGM1,STEP1,TEMP120,TRAMP OFF,TIME 1:00,GRANTY ON
2022/01/11 11:55:57.093	OK:01,PRGM DATA WRITE,PGM1,STEP1,TEMP120,TRAMP OFF,TIME 1:00,GRANTY ON
2022/01/11 11:55:58.111	PRGM DATA WRITE,PGM1,CYCLE,1
2022/01/11 11:55:58.165	OK:01,PRGM DATA WRITE,PGM1,CYCLE,1
2022/01/11 11:55:59.184	PRGM DATA WRITE,PGM1,HTEMP,130
2022/01/11 11:55:59.269	OK:01,PRGM DATA WRITE,PGM1,HTEMP,130
2022/01/11 11:56:00.288	PRGM DATA WRITE,PGM1,END,OFF
2022/01/11 11:56:00.388	OK:01,PRGM DATA WRITE,PGM1,END,OFF
2022/01/11 11:56:01.406	PRGM DATA WRITE,PGM1,EDIT END
2022/01/11 11:56:01.475	OK:01,PRGM DATA WRITE,PGM1,EDIT END
2022/01/11 11:56:26.357	MODE,RUN1
2022/01/11 11:56:26.469	OK:01,MODE,RUN1
2022/01/11 11:56:29.958	KEYPROTECT,ON
2022/01/11 11:56:30.058	OK:01,KEYPROTECT,ON
2022/01/11 11:56:30.646	MON?,DETAIL
2022/01/11 11:56:30.745	76,,RUN,0
2022/01/11 11:56:31.061	PRGM MON?
2022/01/11 11:56:31.161	1,120,1:00,0,0
2022/01/11 11:56:40.663	MON?,DETAIL
2022/01/11 11:56:40.732	75,,RUN,0
2022/01/11 11:56:41.049	PRGM MON?
2022/01/11 11:56:41.080	1,120,1:00,0,0
2022/01/11 11:56:50.681	MON?,DETAIL
2022/01/11 11:56:50.744	75,,RUN,0
2022/01/11 11:56:51.060	PRGM MON?
2022/01/11 11:56:51.161	1,120,1:00,0,0
2022/01/11 11:57:00.692	MON?,DETAIL
2022/01/11 11:57:00.746	76,,RUN,0
2022/01/11 11:57:01.062	PRGM MON?
2022/01/11 11:57:01.163	1,120,1:00,0,0
2022/01/11 11:57:10.694	MON?,DETAIL
2022/01/11 11:57:10.732	78,,RUN,0
2022/01/11 11:57:11.049	PRGM MON?
2022/01/11 11:57:11.080	1,120,1:00,0,0
2022/01/11 11:57:20.696	MON?,DETAIL
2022/01/11 11:57:20.743	81,,RUN,0
2022/01/11 11:57:21.060	PRGM MON?
2022/01/11 11:57:21.160	1,120,1:00,0,0
2022/01/11 11:57:30.715	MON?,DETAIL
2022/01/11 11:57:30.746	84,,RUN,0
2022/01/11 11:57:31.063	PRGM MON?
2022/01/11 11:57:31.163	1,120,1:00,0,0
2022/01/11 11:57:40.730	MON?,DETAIL
2022/01/11 11:57:40.761	86,,RUN,0
2022/01/11 11:57:41.084	PRGM MON?
2022/01/11 11:57:41.185	1,120,1:00,0,0
2022/01/11 11:57:50.732	MON?,DETAIL
2022/01/11 11:57:50.763	88,,RUN,0
2022/01/11 11:57:51.080	PRGM MON?
2022/01/11 11:57:51.164	1,120,1:00,0,0
2022/01/11 11:58:00.751	MON?,DETAIL
2022/01/11 11:58:00.782	90,,RUN,0
2022/01/11 11:58:01.099	PRGM MON?
2022/01/11 11:58:01.152	1,120,1:00,0,0
2022/01/11 11:58:10.763	MON?,DETAIL
2022/01/11 11:58:10.847	92,,RUN,0
2022/01/11 11:58:11.164	PRGM MON?
2022/01/11 11:58:11.249	1,120,1:00,0,0
2022/01/11 11:58:20.766	MON?,DETAIL
2022/01/11 11:58:20.850	94,,RUN,0
2022/01/11 11:58:21.167	PRGM MON?
2022/01/11 11:58:21.251	1,120,1:00,0,0
2022/01/11 11:58:30.768	MON?,DETAIL
2022/01/11 11:58:30.853	96,,RUN,0
2022/01/11 11:58:31.170	PRGM MON?
2022/01/11 11:58:31.254	1,120,1:00,0,0
2022/01/11 11:58:40.783	MON?,DETAIL
2022/01/11 11:58:40.844	98,,RUN,0
2022/01/11 11:58:41.184	PRGM MON?
2022/01/11 11:58:41.247	1,120,1:00,0,0
2022/01/11 11:58:50.794	MON?,DETAIL
2022/01/11 11:58:50.847	99,,RUN,0
2022/01/11 11:58:51.164	PRGM MON?
2022/01/11 11:58:51.249	1,120,1:00,0,0
2022/01/11 11:59:00.796	MON?,DETAIL
2022/01/11 11:59:00.854	101,,RUN,0
2022/01/11 11:59:01.165	PRGM MON?
2022/01/11 11:59:01.250	1,120,1:00,0,0
2022/01/11 11:59:10.802	MON?,DETAIL
2022/01/11 11:59:11.010	102,,RUN,0
2022/01/11 11:59:11.382	PRGM MON?
2022/01/11 11:59:11.473	1,120,1:00,0,0
2022/01/11 11:59:20.812	MON?,DETAIL
2022/01/11 11:59:20.851	104,,RUN,0
2022/01/11 11:59:21.159	PRGM MON?
2022/01/11 11:59:21.244	1,120,1:00,0,0
2022/01/11 11:59:30.823	MON?,DETAIL
2022/01/11 11:59:30.845	105,,RUN,0
2022/01/11 11:59:31.162	PRGM MON?
2022/01/11 11:59:31.246	1,120,1:00,0,0
2022/01/11 11:59:40.839	MON?,DETAIL
2022/01/11 11:59:40.863	107,,RUN,0
2022/01/11 11:59:41.189	PRGM MON?
2022/01/11 11:59:41.258	1,120,1:00,0,0
2022/01/11 11:59:50.855	MON?,DETAIL
2022/01/11 11:59:50.939	108,,RUN,0
2022/01/11 11:59:51.256	PRGM MON?
2022/01/11 11:59:51.341	1,120,1:00,0,0
2022/01/11 12:00:00.871	MON?,DETAIL
2022/01/11 12:00:00.940	109,,RUN,0
2022/01/11 12:00:01.256	PRGM MON?
2022/01/11 12:00:01.341	1,120,1:00,0,0
2022/01/11 12:00:10.872	MON?,DETAIL
