File,oven20_20230303-145449.csv
Recipe,JUS3.csv
Operator,1
Input Product,CS700FH1202E1W403M2XC-H01,      test




































Time,Temperature,Status,Alarm,Alarm Detail
2023/03/03 14:54:49,40,RUN,0
2023/03/03 14:54:59,40,RUN,0
2023/03/03 14:55:09,39,RUN,0
2023/03/03 14:55:19,39,RUN,0
2023/03/03 14:55:29,38,RUN,0
2023/03/03 14:55:39,38,RUN,0
2023/03/03 14:55:49,37,RUN,0
2023/03/03 14:55:59,37,RUN,0
2023/03/03 14:56:09,38,RUN,0
2023/03/03 14:56:19,41,RUN,0
2023/03/03 14:56:29,43,RUN,0
2023/03/03 14:56:39,46,RUN,0
2023/03/03 14:56:49,48,RUN,0
2023/03/03 14:56:59,51,RUN,0
2023/03/03 14:57:09,53,RUN,0
2023/03/03 14:57:19,54,RUN,0
2023/03/03 14:57:29,55,RUN,0
2023/03/03 14:57:40,56,RUN,0
2023/03/03 14:57:49,56,RUN,0
2023/03/03 14:57:59,56,RUN,0
2023/03/03 14:58:10,56,RUN,0
2023/03/03 14:58:19,56,RUN,0
2023/03/03 14:58:29,57,RUN,0
2023/03/03 14:58:39,57,RUN,0
2023/03/03 14:58:49,57,RUN,0
2023/03/03 14:59:00,57,RUN,0
2023/03/03 14:59:10,57,RUN,0
2023/03/03 14:59:20,57,RUN,0
2023/03/03 14:59:30,57,RUN,0
2023/03/03 14:59:40,57,RUN,0
2023/03/03 14:59:50,57,RUN,0
2023/03/03 15:00:00,57,RUN,0
2023/03/03 15:00:10,57,RUN,0
2023/03/03 15:00:20,57,RUN,0
2023/03/03 15:00:30,57,RUN,0
2023/03/03 15:00:40,57,RUN,0
2023/03/03 15:00:50,57,RUN,0
2023/03/03 15:01:00,57,RUN,0
2023/03/03 15:01:10,57,RUN,0
2023/03/03 15:01:20,57,RUN,0
2023/03/03 15:01:30,57,RUN,0
2023/03/03 15:01:40,57,RUN,0
2023/03/03 15:01:50,57,RUN,0
2023/03/03 15:02:00,57,RUN,0
2023/03/03 15:02:10,57,RUN,0
2023/03/03 15:02:20,57,RUN,0
2023/03/03 15:02:30,57,RUN,0
2023/03/03 15:02:40,56,RUN,0
2023/03/03 15:02:50,56,RUN,0
2023/03/03 15:03:00,56,RUN,0
2023/03/03 15:03:10,55,RUN,0
2023/03/03 15:03:20,55,RUN,0
2023/03/03 15:03:30,54,RUN,0
2023/03/03 15:03:40,54,RUN,0
2023/03/03 15:03:50,54,RUN,0
2023/03/03 15:04:00,54,RUN,0
2023/03/03 15:04:10,53,RUN,0
2023/03/03 15:04:20,53,RUN,0
2023/03/03 15:04:30,53,RUN,0
2023/03/03 15:04:40,53,RUN,0
2023/03/03 15:04:50,53,RUN,0
2023/03/03 15:05:00,53,RUN,0
