File,oven20_20230216-102822.csv
Recipe,JUS3.csv
Operator,q
Input Product,CS700FH1202E1W403M2XC-H01,      test




































Time,Temperature,Status,Alarm,Alarm Detail
2023/02/16 10:28:23,41,RUN,0
2023/02/16 10:28:33,41,RUN,0
2023/02/16 10:28:43,40,RUN,0
2023/02/16 10:28:53,40,RUN,0
2023/02/16 10:29:03,39,RUN,0
2023/02/16 10:29:13,39,RUN,0
2023/02/16 10:29:23,39,RUN,0
2023/02/16 10:29:33,38,RUN,0
2023/02/16 10:29:43,38,RUN,0
2023/02/16 10:29:53,38,RUN,0
2023/02/16 10:30:03,38,RUN,0
2023/02/16 10:30:13,38,STANDBY,0
