
"TESTER","4000 Optima","20236819"
"DATE","2020/09/23"
"TIME","11:51:56"
"TESTGROUP","BALL SHEAR 250g"
"Product","CLUN52H3618C4-00A        20917DD002"
"Operator","8011269"
"Bonder","3"
"Chip-Place","BS-LED-Cathode"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",52.123,"3",""
"TEST",52.267,"3",""
"TEST",55.594,"3",""
"TEST",58.435,"3",""
"TEST",55.772,"3",""
"TEST",53.389,"3",""
"TEST",54.400,"3",""
"TEST",51.031,"4",""
"TEST",51.571,"2",""
"TEST",57.490,"3",""
