
"TESTER","4000 Optima","20236819"
"DATE","2020/09/23"
"TIME","19:07:42"
"TESTGROUP","PULL CUT 25g"
"Product","CLUN52H3618C4-00A        20918DD003"
"Operator","8011269"
"Bonder","3"
"Chip-Place","PC-ZD-Pull"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",7.2747,"2",""
"TEST",7.6592,"2",""
"TEST",7.4947,"2",""
"TEST",7.2524,"2",""
"TEST",7.3551,"2",""
"TEST",6.8899,"2",""
"TEST",7.2665,"2",""
"TEST",6.7721,"2",""
"TEST",7.3574,"2",""
"TEST",7.1022,"2",""
