
"TESTER","4000 Optima","20236819"
"DATE","2020/09/11"
"TIME","13:11:26"
"TESTGROUP","PULL CUT 25g"
"Product","CLU028H0701C4-000        20903DD005"
"Operator","8011425"
"Bonder","1"
"Chip-Place","PC-LED-C-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",10.151,"2",""
"TEST",10.307,"2",""
"TEST",9.9766,"2",""
