
"TESTER","4000 Optima","20236819"
"DATE","2020/09/25"
"TIME","05:20:36"
"TESTGROUP","PULL CUT 25g"
"Product","MHL944H4711C4W0AA        20923DD008"
"Operator","8011425"
"Bonder","7"
"Chip-Place","PC-ZD-Pull"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",12.592,"2",""
"TEST",12.027,"2",""
