
"TESTER","4000 Optima","20236819"
"DATE","2020/08/27"
"TIME","09:01:37"
"TESTGROUP","DIE SHEAR 400G"
"Product","CLU028H0701C4-000        20826DD003"
"Operator","8011512"
"Bonder","192"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",73.475,"2",""
