
"TESTER","4000 Optima","20236819"
"DATE","2020/09/08"
"TIME","09:59:34"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU026H0701C4-xxx        S-Re-026-5"
"Operator","8011512"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",667.90,"2",""
"TEST",633.28,"2",""
"TEST",565.53,"2",""
"TEST",560.46,"2",""
"TEST",615.38,"2",""
"TEST",733.29,"2",""
"TEST",588.65,"2",""
