
"TESTER","4000 Optima","20236819"
"DATE","2020/09/10"
"TIME","09:28:13"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU026H0701C4-xxx        S-Re-910397-ue"
"Operator","8011512"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",533.75,"2",""
"TEST",501.00,"2",""
"TEST",498.36,"2",""
"TEST",411.17,"2",""
"TEST",550.50,"2",""
"TEST",528.20,"2",""
"TEST",600.48,"2",""
