
"TESTER","4000 Optima","20236819"
"DATE","2020/09/10"
"TIME","08:42:39"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU026H0701C4-xxx        S-Re-001401-ue"
"Operator","8011512"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",510.64,"2",""
"TEST",576.03,"2",""
"TEST",379.74,"2",""
"TEST",393.81,"2",""
"TEST",587.54,"2",""
"TEST",552.86,"2",""
"TEST",607.26,"2",""
