
"TESTER","4000 Optima","20236819"
"DATE","2020/09/25"
"TIME","02:59:39"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","MHL944H4711C4W0AA        20923DD008"
"Operator","8010708"
"Bonder","342"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",535.41,"2",""
"TEST",519.48,"2",""
"TEST",346.26,"2",""
"TEST",355.37,"2",""
"TEST",374.60,"2",""
"TEST",567.58,"2",""
"TEST",492.33,"2",""
"TEST",536.18,"2",""
"TEST",581.62,"2",""
"TEST",466.77,"2",""
