
"TESTER","4000 Optima","20236819"
"DATE","2020/08/26"
"TIME","15:18:58"
"TESTGROUP","BALL SHEAR 250g"
"Product","CLU028H0701C4-000        20825DD001"
"Operator","8011425"
"Bonder","1"
"Chip-Place","BS-ZD-Ball"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",59.507,"4",""
"TEST",57.231,"4",""
"TEST",63.653,"4",""
"TEST",58.138,"4",""
"TEST",58.478,"4",""
"TEST",56.740,"4",""
"TEST",56.868,"4",""
"TEST",57.785,"4",""
"TEST",55.744,"4",""
"TEST",53.784,"4",""
