
"TESTER","4000 Optima","20236819"
"DATE","2020/09/19"
"TIME","15:12:49"
"TESTGROUP","DIE SHEAR 400G"
"Product","CLUN52H3618C4-00A        20918DD003"
"Operator","8011512"
"Bonder","192"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",65.851,"2",""
"TEST",72.563,"2",""
"TEST",71.920,"2",""
