
"TESTER","4000 Optima","20236819"
"DATE","2020/08/26"
"TIME","14:52:11"
"TESTGROUP","BALL SHEAR 250g"
"Product","CLU028H0701C4-000        20825DD001"
"Operator","8011425"
"Bonder","1"
"Chip-Place","BS-LED-Bump"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",69.098,"4",""
"TEST",71.297,"4",""
"TEST",68.966,"4",""
"TEST",72.660,"4",""
"TEST",66.363,"4",""
"TEST",72.864,"4",""
"TEST",67.845,"4",""
"TEST",68.708,"4",""
"TEST",71.518,"4",""
"TEST",69.123,"4",""
