
"TESTER","4000 Optima","20236819"
"DATE","2020/09/27"
"TIME","02:22:58"
"TESTGROUP","DIE SHEAR 400G"
"Product","MSL937H2414C4-0AC        20925DD001"
"Operator","8010708"
"Bonder","333"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",63.483,"2",""
