
"TESTER","4000 Optima","20236819"
"DATE","2020/07/20"
"TIME","11:33:01"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","MSL931H3712C4-505L3k3-B15DR3LotNo.3"
"Operator","8010708"
"Bonder","333"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",282.25,"2",""
"TEST",348.76,"2",""
"TEST",282.20,"2",""
"TEST",276.66,"2",""
"TEST",355.34,"2",""
"TEST",315.57,"2",""
"TEST",333.52,"2",""
"TEST",333.65,"2",""
"TEST",340.61,"2",""
"TEST",329.20,"2",""
