
"TESTER","4000 Optima","20236819"
"DATE","2020/09/26"
"TIME","14:31:24"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","MHL944H4711C4W0AA        20925DD020"
"Operator","8011512"
"Bonder","342"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",603.33,"2",""
"TEST",703.78,"2",""
"TEST",580.15,"2",""
"TEST",746.16,"2",""
"TEST",573.26,"2",""
"TEST",890.21,"2",""
"TEST",528.47,"2",""
"TEST",619.96,"2",""
"TEST",546.88,"2",""
"TEST",607.98,"2",""
