
"TESTER","4000 Optima","20236819"
"DATE","2020/07/03"
"TIME","16:46:18"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLUN50H3618C4-502L7M4    DR3LotNo.1-2"
"Operator","8011512"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",601.71,"2",""
"TEST",592.26,"2",""
"TEST",733.73,"2",""
"TEST",528.01,"2",""
"TEST",789.19,"2",""
"TEST",539.77,"2",""
"TEST",494.70,"2",""
"TEST",532.11,"2",""
"TEST",695.28,"2",""
"TEST",942.94,"2",""
