
"TESTER","4000 Optima","20236819"
"DATE","2020/09/29"
"TIME","00:04:22"
"TESTGROUP","BALL SHEAR 250g"
"Product","MSL937H2414C4-0AC        20925DD001"
"Operator","8011269"
"Bonder","8"
"Chip-Place","BS-LED-Bump"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",71.899,"4",""
"TEST",77.840,"4",""
"TEST",75.658,"4",""
"TEST",75.300,"4",""
"TEST",72.556,"4",""
"TEST",70.808,"4",""
"TEST",77.855,"4",""
"TEST",76.201,"4",""
"TEST",77.620,"4",""
"TEST",75.170,"4",""
