
"TESTER","4000 Optima","20236819"
"DATE","2020/09/08"
"TIME","10:40:47"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU026H0701C4-xxx        S-Re-02C-5"
"Operator","8011512"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",711.49,"2",""
"TEST",574.75,"2",""
"TEST",660.48,"2",""
"TEST",660.89,"2",""
"TEST",579.56,"2",""
"TEST",617.83,"2",""
"TEST",511.51,"2",""
