
"TESTER","4000 Optima","20236819"
"DATE","2020/09/28"
"TIME","09:01:50"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","MSL937H2414C4-0AC        20925DD003"
"Operator","8010708"
"Bonder","333"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",501.98,"2",""
"TEST",559.56,"2",""
"TEST",587.61,"2",""
"TEST",598.99,"2",""
"TEST",611.49,"2",""
"TEST",557.87,"2",""
"TEST",510.82,"2",""
"TEST",596.47,"2",""
"TEST",669.67,"2",""
"TEST",554.70,"2",""
