
"TESTER","4000 Optima","20236819"
"DATE","2020/09/03"
"TIME","08:59:53"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU028H0701C4-000        20902DD004"
"Operator","8010708"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",392.36,"2",""
"TEST",493.83,"2",""
"TEST",540.20,"2",""
"TEST",393.60,"2",""
"TEST",562.99,"2",""
"TEST",443.22,"2",""
"TEST",422.49,"2",""
"TEST",456.89,"2",""
"TEST",455.39,"2",""
"TEST",566.23,"2",""
