
"TESTER","4000 Optima","20236819"
"DATE","2020/09/23"
"TIME","19:07:06"
"TESTGROUP","PULL CUT 25g"
"Product","CLUN52H3618C4-00A        20918DD003"
"Operator","8011269"
"Bonder","3"
"Chip-Place","PC-LED-C-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",6.4355,"2",""
"TEST",6.6247,"2",""
"TEST",5.9198,"2",""
"TEST",5.8266,"2",""
"TEST",6.7700,"2",""
"TEST",6.5778,"2",""
"TEST",6.7903,"2",""
"TEST",6.4724,"2",""
"TEST",6.4119,"2",""
"TEST",6.8776,"2",""
