
"TESTER","4000 Optima","20236819"
"DATE","2020/09/04"
"TIME","14:28:16"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU028H0701C4-000        20902DD004"
"Operator","8010708"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",590.03,"2",""
"TEST",723.02,"2",""
"TEST",467.24,"2",""
"TEST",311.03,"2",""
"TEST",544.40,"2",""
"TEST",572.82,"2",""
"TEST",496.73,"2",""
