
"TESTER","4000 Optima","20236819"
"DATE","2020/09/10"
"TIME","09:07:14"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU026H0701C4-xxx        S-Re-001401-sita"
"Operator","8011512"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",500.69,"2",""
"TEST",484.10,"2",""
"TEST",519.49,"2",""
"TEST",390.33,"1",""
"TEST",449.31,"2",""
"TEST",543.37,"2",""
"TEST",523.80,"2",""
