
"TESTER","4000 Optima","20236819"
"DATE","2020/09/26"
"TIME","18:02:34"
"TESTGROUP","DIE SHEAR 400G"
"Product","MHL944H4711C4W0AA        20925DD022"
"Operator","8011512"
"Bonder","334"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",95.122,"2",""
"TEST",93.509,"2",""
"TEST",91.391,"2",""
"TEST",90.005,"2",""
