
"TESTER","4000 Optima","20236819"
"DATE","2020/09/18"
"TIME","12:54:13"
"TESTGROUP","DIE SHEAR 400G"
"Product","CLUN52H3618C4-00A        20917DD002"
"Operator","8011512"
"Bonder","192"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",76.151,"2",""
"TEST",81.399,"2",""
"TEST",84.588,"2",""
