
"TESTER","4000 Optima","20236819"
"DATE","2020/09/28"
"TIME","23:50:26"
"TESTGROUP","PULL CUT 25g"
"Product","MSL937H2414C4-0AC        20925DD001"
"Operator","8011269"
"Bonder","8"
"Chip-Place","PC-ZD-Pull"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",12.039,"2",""
"TEST",12.245,"2",""
"TEST",11.611,"2",""
"TEST",12.088,"2",""
"TEST",12.090,"2",""
"TEST",12.238,"2",""
"TEST",12.320,"2",""
"TEST",12.001,"2",""
"TEST",12.026,"2",""
"TEST",12.177,"2",""
