
"TESTER","4000 Optima","20236819"
"DATE","2020/09/03"
"TIME","10:34:14"
"TESTGROUP","PULL CUT 25g"
"Product","CLU028H0701C4-000        20902DD004"
"Operator","8011425"
"Bonder","1"
"Chip-Place","PC-LED-A-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",9.7507,"2",""
"TEST",10.043,"2",""
"TEST",10.157,"2",""
