
"TESTER","4000 Optima","20236819"
"DATE","2020/09/26"
"TIME","14:39:02"
"TESTGROUP","DIE SHEAR 400G"
"Product","MHL944H4711C4W0AA        20925DD020"
"Operator","8011512"
"Bonder","334"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",89.722,"2",""
"TEST",85.995,"2",""
"TEST",86.143,"2",""
"TEST",86.283,"2",""
