
"TESTER","4000 Optima","20236819"
"DATE","2020/09/28"
"TIME","23:46:38"
"TESTGROUP","PULL CUT 25g"
"Product","MSL937H2414C4-0AC        20925DD001"
"Operator","8011269"
"Bonder","8"
"Chip-Place","PC-LED-C-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",11.148,"2",""
"TEST",10.828,"2",""
"TEST",10.808,"2",""
"TEST",10.114,"2",""
"TEST",10.800,"2",""
"TEST",10.779,"2",""
"TEST",11.340,"2",""
"TEST",11.026,"2",""
"TEST",10.842,"2",""
"TEST",10.578,"2",""
