
"TESTER","4000 Optima","20236819"
"DATE","2020/09/03"
"TIME","09:08:50"
"TESTGROUP","DIE SHEAR 400G"
"Product","CLU028H0701C4-000        20902DD004"
"Operator","8010708"
"Bonder","192"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",54.187,"2",""
