
"TESTER","4000 Optima","20236819"
"DATE","2020/09/26"
"TIME","05:02:27"
"TESTGROUP","DIE SHEAR 400G"
"Product","MHL944H4711C4W0AA        20925DD018"
"Operator","8010708"
"Bonder","334"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",96.674,"2",""
"TEST",93.810,"2",""
"TEST",98.515,"2",""
"TEST",101.69,"2",""
