
"TESTER","4000 Optima","20236819"
"DATE","2020/08/26"
"TIME","18:26:54"
"TESTGROUP","PULL CUT 25g"
"Product","CLU028H0701C4-000        20825DD002"
"Operator","8011425"
"Bonder","1"
"Chip-Place","PC-LED-A-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",10.191,"2",""
"TEST",10.453,"2",""
"TEST",9.9530,"2",""
"TEST",10.697,"2",""
"TEST",10.741,"2",""
"TEST",10.609,"2",""
"TEST",9.4310,"2",""
"TEST",10.557,"2",""
"TEST",10.077,"2",""
"TEST",10.587,"2",""
