
"TESTER","4000 Optima","20236819"
"DATE","2020/09/24"
"TIME","09:00:42"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","MHL944H4711C4W0AA        20923DD002"
"Operator","8011512"
"Bonder","342"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",768.46,"2",""
"TEST",776.44,"2",""
"TEST",847.44,"2",""
"TEST",716.42,"2",""
"TEST",736.37,"2",""
"TEST",787.55,"2",""
"TEST",785.13,"2",""
"TEST",641.86,"2",""
"TEST",611.31,"2",""
"TEST",637.19,"2",""
