
"TESTER","4000 Optima","20236819"
"DATE","2020/09/24"
"TIME","20:27:22"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","MHL944H4711C4W0AA        20923DD006"
"Operator","8011512"
"Bonder","342"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",715.68,"2",""
"TEST",871.96,"2",""
"TEST",821.37,"2",""
"TEST",950.17,"2",""
"TEST",930.02,"2",""
"TEST",581.81,"2",""
"TEST",746.01,"2",""
"TEST",790.27,"2",""
"TEST",799.03,"2",""
"TEST",675.51,"2",""
