
"TESTER","4000 Optima","20236819"
"DATE","2020/09/04"
"TIME","08:47:27"
"TESTGROUP","DIE SHEAR 400G"
"Product","CLU028H0701C4-000        20903DD005"
"Operator","8011512"
"Bonder","192"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",47.356,"2",""
