
"TESTER","4000 Optima","20236819"
"DATE","2020/09/25"
"TIME","09:41:22"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","MHL944H4711C4W0AA        20923DD010"
"Operator","8011512"
"Bonder","342"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",908.16,"2",""
"TEST",794.31,"2",""
"TEST",725.98,"2",""
"TEST",712.51,"2",""
"TEST",720.13,"2",""
"TEST",719.36,"2",""
"TEST",567.62,"2",""
"TEST",528.71,"2",""
"TEST",542.46,"2",""
"TEST",651.07,"2",""
