
"TESTER","4000 Optima","20236819"
"DATE","2020/09/01"
"TIME","16:05:32"
"TESTGROUP","PULL CUT 25g"
"Product","CLU04CH1212C4-000        20827DD001"
"Operator","8011269"
"Bonder","2"
"Chip-Place","PC-LED-A-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",6.7255,"2",""
"TEST",6.6517,"2",""
"TEST",6.3781,"2",""
"TEST",6.3896,"2",""
"TEST",6.2598,"2",""
"TEST",6.5406,"2",""
"TEST",6.2746,"2",""
"TEST",6.4525,"2",""
"TEST",6.5441,"2",""
"TEST",6.6326,"2",""
