
"TESTER","4000 Optima","20236819"
"DATE","2020/09/04"
"TIME","16:35:32"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","CLU028H0701C4-000        20903DD005"
"Operator","8010708"
"Bonder","328"
"Chip-Place","DS-LED-Blue"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",491.19,"2",""
"TEST",452.61,"2",""
"TEST",618.93,"2",""
"TEST",315.29,"2",""
"TEST",495.76,"2",""
"TEST",425.87,"2",""
"TEST",402.06,"2",""
