
"TESTER","4000 Optima","20236819"
"DATE","2020/09/01"
"TIME","16:10:10"
"TESTGROUP","PULL CUT 25g"
"Product","CLU04CH1212C4-000        20827DD001"
"Operator","8011269"
"Bonder","2"
"Chip-Place","PC-ZD-Pull"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",6.9623,"2",""
"TEST",6.9872,"2",""
"TEST",6.7714,"2",""
"TEST",6.5567,"2",""
"TEST",6.7834,"2",""
"TEST",6.6582,"2",""
"TEST",6.3121,"2",""
"TEST",6.7213,"2",""
"TEST",6.6285,"2",""
"TEST",6.9765,"2",""
