
"TESTER","4000 Optima","20236819"
"DATE","2020/09/11"
"TIME","13:20:39"
"TESTGROUP","BALL SHEAR 250g"
"Product","CLU028H0701C4-000        20903DD005"
"Operator","8011425"
"Bonder","1"
"Chip-Place","BS-Lead-Bump"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",110.63,"4",""
"TEST",98.351,"4",""
"TEST",114.48,"4",""
"TEST",105.99,"4",""
"TEST",107.50,"4",""
