
"TESTER","4000 Optima","20236819"
"DATE","2020/09/26"
"TIME","11:47:07"
"TESTGROUP","PULL CUT 25g"
"Product","MHL944H4711C4W0AA        20924DD014"
"Operator","8011269"
"Bonder","7"
"Chip-Place","PC-LED-C-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",11.555,"2",""
"TEST",11.580,"2",""
"TEST",11.785,"2",""
"TEST",11.437,"2",""
"TEST",10.887,"2",""
