
"TESTER","4000 Optima","20236819"
"DATE","2020/09/11"
"TIME","13:19:14"
"TESTGROUP","BALL SHEAR 250g"
"Product","CLU028H0701C4-000        20903DD005"
"Operator","8011425"
"Bonder","1"
"Chip-Place","BS-LED-Bump"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",69.589,"4",""
"TEST",67.724,"4",""
"TEST",68.472,"4",""
"TEST",69.309,"4",""
"TEST",71.912,"4",""
