
"TESTER","4000 Optima","20236819"
"DATE","2020/08/28"
"TIME","09:06:03"
"TESTGROUP","DIE SHEAR 400G"
"Product","CLU04CH1212C4-000        20827DD001"
"Operator","8010708"
"Bonder","192"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",77.077,"2",""
