
"TESTER","4000 Optima","20236819"
"DATE","2020/08/26"
"TIME","18:30:22"
"TESTGROUP","PULL CUT 25g"
"Product","CLU028H0701C4-000        20825DD002"
"Operator","8011425"
"Bonder","1"
"Chip-Place","PC-LED-C-L"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",10.171,"2",""
"TEST",10.555,"2",""
"TEST",10.220,"2",""
"TEST",10.297,"2",""
"TEST",9.9340,"2",""
"TEST",10.253,"2",""
"TEST",10.287,"2",""
"TEST",10.050,"2",""
"TEST",9.9190,"2",""
"TEST",10.442,"2",""
