
"TESTER","4000 Optima","20236819"
"DATE","2020/09/25"
"TIME","13:04:42"
"TESTGROUP","DIE SHEAR 400G"
"Product","MHL944H4711C4W0AA        20924DD012"
"Operator","8011512"
"Bonder","334"
"Chip-Place","DS-ZD"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",103.13,"2",""
"TEST",97.689,"2",""
"TEST",98.845,"2",""
"TEST",96.063,"2",""
