
"TESTER","4000 Optima","20236819"
"DATE","2020/09/24"
"TIME","19:27:48"
"TESTGROUP","BALL SHEAR 250g"
"Product","MHL944H4711C4W0AA        20923DD002"
"Operator","8011269"
"Bonder","9"
"Chip-Place","BS-Lead-Bump"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",102.18,"4",""
"TEST",111.97,"4",""
"TEST",98.312,"4",""
"TEST",98.498,"4",""
"TEST",107.79,"4",""
"TEST",99.323,"4",""
"TEST",102.10,"4",""
"TEST",120.31,"4",""
"TEST",115.26,"4",""
"TEST",108.85,"4",""
