
"TESTER","4000 Optima","20236819"
"DATE","2020/09/26"
"TIME","11:48:44"
"TESTGROUP","PULL CUT 25g"
"Product","MHL944H4711C4W0AA        20924DD014"
"Operator","8011269"
"Bonder","7"
"Chip-Place","PC-ZD-P-P"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",12.595,"2",""
"TEST",12.558,"2",""
"TEST",12.674,"2",""
