typecd	workcd	itemcd	causecd	classcd	itemnm	causenm	classnm	itemno	delfg	lastupddt	deflinno	materialcd
NFSL757G120655	MD0004	F0120	28021	Z001	マーカー混入	自-ダイボンド	ZD	122	0	2016-06-13 16:35:34.000	139	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0491	28021	1001	装置トラブル	自-ダイボンド	通常	93	0	2016-06-13 16:35:34.000	86	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0515	28021	B001	XYズレ	自-ダイボンド	Blue	94	0	2016-06-13 16:35:34.000	111	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0516	28021	B001	θズレ	自-ダイボンド	Blue	99	0	2016-06-13 16:35:34.000	92	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0517	28021	B001	Zθズレ	自-ダイボンド	Blue	88	0	2016-06-13 16:35:34.000	105	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0518	28021	B001	ブリード	自-ダイボンド	Blue	101	0	2016-06-13 16:35:34.000	94	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0519	28021	B001	コレットマーク	自-ダイボンド	Blue	107	0	2016-06-13 16:35:34.000	100	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0520	28021	B001	チップ無し	自-ダイボンド	Blue	84	0	2016-06-13 16:35:34.000	101	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0521	28021	B001	チップ多数	自-ダイボンド	Blue	98	0	2016-06-13 16:35:34.000	115	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0522	28022	1001	強度試験数	自-ワイヤーボンド	通常	55	0	2016-06-13 16:35:34.000	48	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0523	28022	B001	1st-B'gミス	自-ワイヤーボンド	Blue	64	0	2016-06-13 16:35:34.000	81	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0523	28022	Z001	1st-B'gミス	自-ワイヤーボンド	ZD	52	0	2016-06-13 16:35:34.000	69	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0524	28022	B001	2nd-B'gミス	自-ワイヤーボンド	Blue	77	0	2016-06-13 16:35:34.000	70	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0524	28022	Z001	2nd-B'gミス	自-ワイヤーボンド	ZD	65	0	2016-06-13 16:35:34.000	58	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0525	28022	B001	P-2ndハネ	自-ワイヤーボンド	Blue	76	0	2016-06-13 16:35:34.000	93	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0525	28022	Z001	P-2ndハネ	自-ワイヤーボンド	ZD	42	0	2016-06-13 16:35:34.000	59	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0526	28022	B001	N-2ndハネ	自-ワイヤーボンド	Blue	83	0	2016-06-13 16:35:34.000	76	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0526	28022	Z001	N-2ndハネ	自-ワイヤーボンド	ZD	43	0	2016-06-13 16:35:34.000	36	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0527	28022	B001	P-2ndめくれ	自-ワイヤーボンド	Blue	60	0	2016-06-13 16:35:34.000	77	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0527	28022	Z001	P-2ndめくれ	自-ワイヤーボンド	ZD	56	0	2016-06-13 16:35:34.000	73	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0529	28022	B001	N-2ndめくれ	自-ワイヤーボンド	Blue	61	0	2016-06-13 16:35:34.000	54	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0529	28022	Z001	N-2ndめくれ	自-ワイヤーボンド	ZD	57	0	2016-06-13 16:35:34.000	50	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0530	28022	B001	P-付かず	自-ワイヤーボンド	Blue	54	0	2016-06-13 16:35:34.000	71	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0530	28022	Z001	P-付かず	自-ワイヤーボンド	ZD	46	0	2016-06-13 16:35:34.000	63	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0531	28022	B001	N-付かず	自-ワイヤーボンド	Blue	89	0	2016-06-13 16:35:34.000	82	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0531	28022	Z001	N-付かず	自-ワイヤーボンド	ZD	59	0	2016-06-13 16:35:34.000	52	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0532	28022	B001	P-剥がれ	自-ワイヤーボンド	Blue	74	0	2016-06-13 16:35:34.000	91	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0532	28022	Z001	P-剥がれ	自-ワイヤーボンド	ZD	36	0	2016-06-13 16:35:34.000	53	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0533	28022	B001	N-剥がれ	自-ワイヤーボンド	Blue	75	0	2016-06-13 16:35:34.000	68	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0533	28022	Z001	N-剥がれ	自-ワイヤーボンド	ZD	37	0	2016-06-13 16:35:34.000	30	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0534	28022	B001	ボール径小	自-ワイヤーボンド	Blue	66	0	2016-06-13 16:35:34.000	83	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0534	28022	Z001	ボール径小	自-ワイヤーボンド	ZD	50	0	2016-06-13 16:35:34.000	67	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0535	28022	B001	ループ変形	自-ワイヤーボンド	Blue	67	0	2016-06-13 16:35:34.000	60	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0535	28022	Z001	ループ変形	自-ワイヤーボンド	ZD	51	0	2016-06-13 16:35:34.000	44	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0724	28006	1001	PKG汚れ	自-受入	通常	139	0	2018-12-28 10:35:50.800	132	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0964	28006	1001	メッキ粗れ	自-受入	通常	155	0	2016-06-13 16:35:34.000	148	NFSL757G120655.MDA
NFSL757G120655	MD0004	F0969	28006	1001	ウェルド	自-受入	通常	132	0	2016-06-13 16:35:34.000	149	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1029	21433	1001	ﾁｯﾌﾟﾀﾞﾐｰﾊﾟﾀｰﾝ	素子	通常	164	0	2016-06-13 16:35:34.000	174	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1029	21433	Z001	ﾁｯﾌﾟﾀﾞﾐｰﾊﾟﾀｰﾝ	素子	ZD	156	0	2016-06-13 16:35:34.000	173	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1029	28021	Z001	ﾁｯﾌﾟﾀﾞﾐｰﾊﾟﾀｰﾝ	自-ダイボンド	ZD	96	0	2016-06-13 16:35:34.000	113	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1038	21433	B001	その他自責・不明	素子	Blue	157	0	2016-06-13 16:35:34.000	150	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1038	21433	Z001	その他自責・不明	素子	ZD	170	0	2016-06-13 16:35:33.000	6	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1038	28006	1001	その他自責・不明	自-受入	通常	142	0	2016-06-13 16:35:34.000	159	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1038	28021	1001	その他自責・不明	自-ダイボンド	通常	90	0	2016-06-13 16:35:34.000	107	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1038	28021	Z001	その他自責・不明	自-ダイボンド	ZD	123	0	2016-06-13 16:35:34.000	116	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1038	28022	1001	その他自責・不明	自-ワイヤーボンド	通常	73	0	2016-06-13 16:35:34.000	66	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1038	28024	1001	その他自責・不明	自-モールド	通常	16	0	2016-06-13 16:35:34.000	33	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1067	28022	1001	付かず免責	自-ワイヤーボンド	通常	58	0	2016-06-13 16:35:34.000	75	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1068	28022	1001	付かず（変色）免責	自-ワイヤーボンド	通常	71	0	2016-06-13 16:35:34.000	64	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1069	28022	1001	剥がれ免責	自-ワイヤーボンド	通常	48	0	2016-06-13 16:35:34.000	65	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1096	28006	1001	PKG曲がり	自-受入	通常	120	0	2016-06-13 16:35:34.000	137	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1106	28006	1001	BM免責	自-受入	通常	135	0	2016-06-13 16:35:34.000	128	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1147	28006	1001	ベース基板側異物付着	自-受入	通常	152	0	2016-06-13 16:35:34.000	169	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1176	28022	1001	ｶｯﾄｴﾗｰ	自-ワイヤーボンド	通常	63	0	2016-06-13 16:35:34.000	56	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1176	28022	B001	ｶｯﾄｴﾗｰ	自-ワイヤーボンド	Blue	40	0	2016-06-13 16:35:34.000	57	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1178	28022	1001	ﾀｯﾁ高さ異常	自-ワイヤーボンド	通常	62	0	2016-06-13 16:35:34.000	79	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1178	28022	B001	ﾀｯﾁ高さ異常	自-ワイヤーボンド	Blue	30	0	2016-06-13 16:35:34.000	47	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1179	28022	1001	ﾜｲﾔｰﾌｨｰﾄﾞ量ｴﾗｰ	自-ワイヤーボンド	通常	69	0	2016-06-13 16:35:34.000	62	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1179	28022	B001	ﾜｲﾔｰﾌｨｰﾄﾞ量ｴﾗｰ	自-ワイヤーボンド	Blue	31	0	2016-06-13 16:35:34.000	24	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1180	28022	1001	装置ﾐｽ（その他）	自-ワイヤーボンド	通常	49	0	2016-06-13 16:35:34.000	42	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1180	28022	B001	装置ﾐｽ（その他）	自-ワイヤーボンド	Blue	44	0	2016-06-13 16:35:34.000	61	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1187	28022	1001	スパークミス	自-ワイヤーボンド	通常	68	0	2016-06-13 16:35:34.000	85	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1187	28022	B001	スパークミス	自-ワイヤーボンド	Blue	53	0	2016-06-13 16:35:34.000	46	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1190	28022	B001	2nd位置ズレ	自-ワイヤーボンド	Blue	33	0	2016-06-13 16:35:34.000	26	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1190	28022	Z001	2nd位置ズレ	自-ワイヤーボンド	ZD	22	0	2016-06-13 16:35:34.000	39	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1193	28022	B001	エルボードロップ	自-ワイヤーボンド	Blue	39	0	2016-06-13 16:35:34.000	32	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1193	28022	Z001	エルボードロップ	自-ワイヤーボンド	ZD	28	0	2016-06-13 16:35:34.000	45	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1265	28006	1001	PKGｼｮｰﾄ	自-受入	通常	138	0	2016-06-13 16:35:34.000	155	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1266	28006	1001	ﾍﾞｰｽ基板側PKGｼｮｰﾄ	自-受入	通常	161	0	2016-06-13 16:35:34.000	154	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1267	28006	1001	ﾍﾞｰｽ基板側B'g凹み	自-受入	通常	153	0	2016-06-13 16:35:34.000	146	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1432	28021	B001	ﾁｯﾌﾟｸﾗｯｸ	自-ダイボンド	Blue	79	0	2016-06-13 16:35:34.000	72	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1432	28021	Z001	ﾁｯﾌﾟｸﾗｯｸ	自-ダイボンド	ZD	92	0	2016-06-13 16:35:34.000	109	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1433	28021	1001	樹脂調整ミス	自-ダイボンド	通常	82	0	2016-06-13 16:35:34.000	99	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1434	28021	1001	ﾁｯﾌﾟ異物付着	自-ダイボンド	通常	95	0	2016-06-13 16:35:34.000	88	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1435	28021	1001	BM不一致	自-ダイボンド	通常	72	0	2016-06-13 16:35:34.000	89	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1436	28022	B001	1stボール位置ズレ	自-ワイヤーボンド	Blue	45	0	2016-06-13 16:35:34.000	38	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1436	28022	Z001	1stボール位置ズレ	自-ワイヤーボンド	ZD	34	0	2016-06-13 16:35:34.000	51	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1437	28022	B001	1stボール径大	自-ワイヤーボンド	Blue	47	0	2016-06-13 16:35:34.000	40	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1437	28022	Z001	1stボール径大	自-ワイヤーボンド	ZD	24	0	2016-06-13 16:35:34.000	41	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1438	28022	B001	1stボール偏芯	自-ワイヤーボンド	Blue	25	0	2016-06-13 16:35:34.000	18	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1438	28022	Z001	1stボール偏芯	自-ワイヤーボンド	ZD	38	0	2016-06-13 16:35:34.000	55	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1439	28022	B001	1stボール浮き	自-ワイヤーボンド	Blue	41	0	2016-06-13 16:35:34.000	34	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1439	28022	Z001	1stボール浮き	自-ワイヤーボンド	ZD	18	0	2016-06-13 16:35:34.000	35	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1440	28022	B001	2nd圧痕異常	自-ワイヤーボンド	Blue	19	0	2016-06-13 16:35:34.000	12	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1440	28022	Z001	2nd圧痕異常	自-ワイヤーボンド	ZD	32	0	2016-06-13 16:35:34.000	49	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1441	28022	B001	P-2nd補強ハネ	自-ワイヤーボンド	Blue	35	0	2016-06-13 16:35:34.000	28	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1442	28022	B001	N-2nd補強ハネ	自-ワイヤーボンド	Blue	12	0	2016-06-13 16:35:34.000	29	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1443	28022	1001	2ndハネ免責	自-ワイヤーボンド	通常	13	0	2016-06-13 16:35:33.000	9	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1444	28024	1001	樹脂量異常（ノズル詰まり起因）	自-モールド	通常	20	0	2016-06-13 16:35:34.000	37	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1445	28024	1001	樹脂量異常（樹脂這い上がり起因）	自-モールド	通常	21	0	2016-06-13 16:35:34.000	14	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1446	28024	1001	樹脂量異常（樹脂量調整ミス起因）	自-モールド	通常	11	0	2016-06-13 16:35:33.000	8	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1447	28024	1001	樹脂量多（その他起因）	自-モールド	通常	23	0	2016-06-13 16:35:34.000	16	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1448	28024	1001	樹脂量少（その他起因）	自-モールド	通常	14	0	2016-06-13 16:35:34.000	31	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1449	28024	1001	ワイヤータッチ	自-モールド	通常	15	0	2016-06-13 16:35:33.000	10	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1450	28024	1001	樹脂はじき	自-モールド	通常	17	0	2016-06-13 16:35:33.000	11	NFSL757G120655.MDA
NFSL757G120655	MD0004	F1451	28024	1001	樹脂表面異常	自-モールド	通常	7	0	2016-06-13 16:35:34.000	17	NFSL757G120655.MDA
NFSL757G120655	MD0004	F2026	28024	1001	樹脂漏れ_反射材	自-モールド	通常	1	0	2018-08-18 15:10:39.000	180	NFSL757G120655.MDA
NFSL757G120655	MD0004	F2027	28024	1001	樹脂量異常_ノズル詰まり・反射材	自-モールド	通常	1	0	2018-08-18 15:11:56.000	181	NFSL757G120655.MDA
NFSL757G120655	MD0004	F2028	28024	1001	樹脂量異常_這い上がり・反射材	自-モールド	通常	1	0	2018-08-18 15:26:27.000	185	NFSL757G120655.MDA
NFSL757G120655	MD0004	F2029	28024	1001	樹脂量異常_量調整ミス・反射材	自-モールド	通常	1	0	2018-08-18 15:25:21.000	184	NFSL757G120655.MDA
NFSL757G120655	MD0004	F2030	28024	1001	樹脂量多_その他起因・反射材	自-モールド	通常	1	0	2018-08-18 15:13:03.000	182	NFSL757G120655.MDA
NFSL757G120655	MD0004	F2031	28024	1001	樹脂量少_その他起因・反射材	自-モールド	通常	1	0	2018-08-18 15:14:08.000	183	NFSL757G120655.MDA
NFSL757G120655	TC0005	F0001	28021	1001	作業ミス	自-ダイボンド	通常	98	0	2016-06-13 16:35:36.000	59	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0001	28022	1001	作業ミス	自-ワイヤーボンド	通常	139	0	2016-06-13 16:35:36.000	95	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0001	28024	1001	作業ミス	自-モールド	通常	148	0	2016-06-13 16:35:36.000	58	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0001	28025	1001	作業ミス	自-タイバーカット	通常	157	0	2016-06-13 16:35:36.000	92	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0003	28024	1001	搬送ミス	自-モールド	通常	1	0	2016-06-13 16:35:36.000	27	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0003	28025	1001	搬送ミス	自-タイバーカット	通常	1	0	2016-06-13 16:35:35.000	17	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0004	28006	1001	その他免責	自-受入	通常	1011	0	2016-06-13 16:35:36.000	25	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0004	28021	1001	その他免責	自-ダイボンド	通常	100	0	2016-06-13 16:35:36.000	81	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0004	28022	1001	その他免責	自-ワイヤーボンド	通常	143	0	2016-06-13 16:35:36.000	104	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0004	28024	1001	その他免責	自-モールド	通常	153	0	2016-06-13 16:35:36.000	97	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0004	28025	1001	その他免責	自-タイバーカット	通常	164	0	2016-06-13 16:35:36.000	86	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0005	28021	1001	ｺﾞﾐ付着	自-ダイボンド	通常	96	0	2016-06-13 16:35:35.000	16	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0006	28022	1001	ゴミ混入	自-ワイヤーボンド	通常	138	0	2016-06-13 16:35:36.000	70	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0006	28024	1001	ゴミ混入	自-モールド	通常	146	0	2016-06-13 16:35:36.000	93	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0007	28022	1001	装置ミス	自-ワイヤーボンド	通常	140	0	2016-06-13 16:35:36.000	99	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0009	28022	1001	プラズマミス	自-ワイヤーボンド	通常	141	0	2016-06-13 16:35:36.000	89	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0011	21433	B001	異物付着	素子	Blue	24	0	2016-06-13 16:35:36.000	35	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0011	21433	Z001	異物付着	素子	ZD	24	0	2016-06-13 16:35:36.000	125	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0011	28021	Z001	異物付着	自-ダイボンド	ZD	24	0	2016-06-13 16:35:36.000	169	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0012	21433	B001	変色	素子	Blue	29	0	2016-06-13 16:35:35.000	8	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0012	21433	Z001	変色	素子	ZD	29	0	2016-06-13 16:35:36.000	111	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0012	28021	Z001	変色	自-ダイボンド	ZD	29	0	2016-06-13 16:35:36.000	163	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0014	28006	1001	電極異常	自-受入	通常	12	0	2016-06-13 16:35:36.000	71	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0016	21433	B001	電極傷	素子	Blue	19	0	2016-06-13 16:35:35.000	11	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0016	21433	Z001	電極傷	素子	ZD	19	0	2016-06-13 16:35:36.000	108	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0016	28021	Z001	電極傷	自-ダイボンド	ZD	19	0	2016-06-13 16:35:36.000	141	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0016	28025	1001	電極傷	自-タイバーカット	通常	154	1	2018-12-28 08:24:25.000	74	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0021	28021	B001	樹脂付着	自-ダイボンド	Blue	68	0	2016-06-13 16:35:36.000	69	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0022	28021	B001	樹脂飛散	自-ダイボンド	Blue	69	0	2016-06-13 16:35:36.000	87	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0023	28024	1001	樹脂漏れ	自-モールド	通常	149	0	2016-06-13 16:35:36.000	72	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0024	28024	1001	気泡	自-モールド	通常	151	0	2016-06-13 16:35:36.000	121	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0029	28006	1001	Ag未着	自-受入	通常	10	0	2016-06-13 16:35:36.000	79	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0030	28006	1001	B'g異物付着	自-受入	通常	7	0	2016-06-13 16:35:36.000	40	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0031	28006	1001	B'g傷	自-受入	通常	6	0	2016-06-13 16:35:36.000	115	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0033	28006	1001	B'g変色	自-受入	通常	9	0	2016-06-13 16:35:36.000	80	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0034	28006	1001	B'g凹み	自-受入	通常	8	0	2016-06-13 16:35:36.000	103	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0041	28006	1001	L/S幅異常	自-受入	通常	11	0	2016-06-13 16:35:36.000	46	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0043	28006	1001	チッピング	自-受入	通常	4	0	2018-12-28 10:32:21.020	65	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0043	28025	1001	チッピング	自-タイバーカット	通常	159	0	2018-12-28 10:32:21.020	54	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0044	28025	1001	PKG欠け	自-タイバーカット	通常	1	1	2018-12-28 08:27:18.000	136	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0045	28006	1001	PKG傷	自-受入	通常	3	1	2018-12-28 08:30:40.000	62	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0045	28025	1001	PKG傷	自-タイバーカット	通常	155	1	2018-12-28 08:30:40.000	66	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0052	28006	1001	PKGﾊﾞﾘ	自-受入	通常	5	0	2016-06-13 16:35:36.000	77	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0060	28006	1001	ﾏｰｷﾝｸﾞﾐｽ	自-受入	通常	13	0	2016-06-13 16:35:36.000	75	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0061	28006	1001	積層ズレ	自-受入	通常	1	0	2016-06-13 16:35:35.000	6	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0062	28006	1001	接着フィルムしみ出し	自-受入	通常	2	0	2016-06-13 16:35:36.000	107	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0109	21433	B001	ﾁｯﾌﾟ欠け	素子	Blue	15	0	2016-06-13 16:35:36.000	36	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0109	21433	Z001	ﾁｯﾌﾟ欠け	素子	ZD	15	0	2016-06-13 16:35:36.000	114	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0109	28021	Z001	ﾁｯﾌﾟ欠け	自-ダイボンド	ZD	15	0	2016-06-13 16:35:36.000	112	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0110	21433	B001	ﾁｯﾌﾟ割れ	素子	Blue	16	0	2016-06-13 16:35:36.000	73	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0110	21433	Z001	ﾁｯﾌﾟ割れ	素子	ZD	16	0	2016-06-13 16:35:36.000	119	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0110	28021	Z001	ﾁｯﾌﾟ割れ	自-ダイボンド	ZD	16	0	2016-06-13 16:35:36.000	152	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0111	21433	B001	スクライブNG	素子	Blue	17	0	2016-06-13 16:35:36.000	28	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0111	21433	Z001	スクライブNG	素子	ZD	17	0	2016-06-13 16:35:36.000	153	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0111	28021	Z001	スクライブNG	自-ダイボンド	ZD	17	0	2016-06-13 16:35:36.000	140	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0112	21433	B001	電極形成不良	素子	Blue	18	0	2016-06-13 16:35:36.000	50	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0112	21433	Z001	電極形成不良	素子	ZD	18	0	2016-06-13 16:35:36.000	145	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0112	28021	Z001	電極形成不良	自-ダイボンド	ZD	18	0	2016-06-13 16:35:36.000	143	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0113	21433	B001	電極位置ズレ	素子	Blue	20	0	2016-06-13 16:35:36.000	91	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0113	21433	Z001	電極位置ズレ	素子	ZD	20	0	2016-06-13 16:35:36.000	157	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0113	28021	Z001	電極位置ズレ	自-ダイボンド	ZD	20	0	2016-06-13 16:35:36.000	158	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0114	21433	B001	電極汚れ	素子	Blue	21	0	2016-06-13 16:35:36.000	30	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0114	21433	Z001	電極汚れ	素子	ZD	21	0	2016-06-13 16:35:36.000	88	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0114	28021	Z001	電極汚れ	自-ダイボンド	ZD	21	0	2016-06-13 16:35:36.000	106	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0115	21433	B001	Nブツ	素子	Blue	22	0	2016-06-13 16:35:36.000	67	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0115	21433	Z001	Nブツ	素子	ZD	22	0	2016-06-13 16:35:36.000	147	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0115	28021	Z001	Nブツ	自-ダイボンド	ZD	22	0	2016-06-13 16:35:36.000	120	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0116	21433	B001	銅ブツ	素子	Blue	23	0	2016-06-13 16:35:36.000	44	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0116	21433	Z001	銅ブツ	素子	ZD	23	0	2016-06-13 16:35:36.000	90	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0116	28021	Z001	銅ブツ	自-ダイボンド	ZD	23	0	2016-06-13 16:35:36.000	171	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0117	21433	B001	ピットNG	素子	Blue	25	0	2016-06-13 16:35:36.000	48	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0117	21433	Z001	ピットNG	素子	ZD	25	0	2016-06-13 16:35:36.000	151	NFSL757G120655.CTA
