
"TESTER","4000 Optima","20236819"
"DATE","2021/01/25"
"TIME","18:15:12"
"TESTGROUP","DIE SHEAR 2.0KG"
"Product","150ddd"
"Operator","hirata"
"Bonder","328"
"Chip-Place","led"
"USERFIELD5",""
"USERFIELD6",""
"USERFIELD7",""
"USERFIELD8",""
"USERFIELD9",""
"USERFIELD10",""
"TEST",537.94,"2",""
"TEST",556.87,"2",""
"TEST",550.94,"2",""
"TEST",784.04,"2",""
"TEST",813.74,"2",""
"TEST",697.02,"2",""
"TEST",1029.2,"2",""
"TEST",647.41,"2",""
"TEST",602.93,"2",""
"TEST",721.03,"2",""
"TEST",666.23,"2",""
"TEST",563.42,"2",""
"TEST",486.72,"2",""
"TEST",887.73,"2",""
"TEST",603.02,"2",""
"TEST",889.16,"2",""
"TEST",529.11,"2",""
"TEST",602.69,"2",""
"TEST",641.48,"2",""
"TEST",482.58,"2",""
